name,site,subtypes,category,type,phone number,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,latitude,longitude,full_address,city,state,area_service,rating,reviews,reviews_link,photos_count,working_hours,verified,location_link,place_id,email_1,email_1.emails_validator.status,facebook,instagram,logo,primary_color,secondary_color,slug
Elite Home Services,,"Plumber, Service establishment, Handyman/Handywoman/Handyperson, General contractor, Remodeler",General contractor,Plumber,+1 504-446-4613,T-Mobile USA Inc.,mobile,29.945344,-90.0874075,,New Orleans,LA,True,,,,6.0,"{""Sunday"": ""7AM-10PM"", ""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM""}",True,"https://www.google.com/maps/place/Elite+Home+Services/@29.945344,-90.0874075,14z/data=!4m8!1m2!2m1!1sElite+Home+Services!3m4!1s0x8620b0051e8c6e7d:0x279bb22278810115!8m2!3d29.945344!4d-90.0874075",ChIJfW6MHgWwIIYRFQGBeCKymyc,elitehomeservicesjenn@gmail.com,RECEIVING,https://www.facebook.com/elitehomeservicesjenn/,,https://lh4.googleusercontent.com/-WulAwBRjgkU/AAAAAAAAAAI/AAAAAAAAAAA/zTbO7jfbhNA/s256/photo.jpg,#fdfdfd,#506386,elitehomeservices
Scala's Handyman Contractors LLC,,"Contractor, Bathroom remodeler, Carpenter, Dry wall contractor, Handyman/Handywoman/Handyperson, Painter, Roofing contractor, Structural engineer, Wood floor installation service",Contractor,Contractor,+1 504-259-2746,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,29.9362532,-90.1927875,"87 Crislaur Ave, Harahan, LA 70123",Harahan,Louisiana,False,3.3,3.0,"https://search.google.com/local/reviews?placeid=ChIJXRx6H1G6IIYRs-t3XEsTqnY&q=plumber,+70183,+New+Orleans,+LA,+US&authuser=0&hl=en&gl=US",26.0,"{""Sunday"": ""8AM-10PM"", ""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM""}",True,"https://www.google.com/maps/place/Scala%27s+Handyman+Contractors+LLC/@29.9362532,-90.1927875,14z/data=!4m8!1m2!2m1!1sScala%27s+Handyman+Contractors+LLC!3m4!1s0x8620ba511f7a1c5d:0x76aa134b5c77ebb3!8m2!3d29.9362532!4d-90.1927875",ChIJXRx6H1G6IIYRs-t3XEsTqnY,,,,,https://lh4.googleusercontent.com/-1NOgA0Py3YE/AAAAAAAAAAI/AAAAAAAAAAA/TOP5QhDrnKk/s256/photo.jpg,#4374e0,#9fc2fe,scalashandymancontractorsllc
"R & E Tunneling & Drain Cleaning, LLC",,"Plumber, Contractor, Service establishment, Septic system service",Septic system service,Plumber,+1 504-473-0441,T-Mobile USA Inc.,mobile,30.0013545,-90.1792695,,Metairie,LA,True,,,,,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-5PM""}",True,"https://www.google.com/maps/place/R+%26+E+Tunneling+%26+Drain+Cleaning%2C+LLC/@30.001354499999998,-90.17926949999999,14z/data=!4m8!1m2!2m1!1sR+%26+E+Tunneling+%26+Drain+Cleaning%2C+LLC!3m4!1s0x5d98368277738f:0x737883bae5fc7c89!8m2!3d30.001354499999998!4d-90.17926949999999",ChIJj3N3gjaYXQARiXz85bqDeHM,,,,,https://lh4.googleusercontent.com/-SiCfRrB2qdI/AAAAAAAAAAI/AAAAAAAAAAA/2dfEe_sDsNs/s256/photo.jpg,#4374e0,#9fc2fe,retunnelingdraincleaningllc
Crappell's Drain Cleaning & Services,,"Plumber, Carpenter, Drainage service, Pressure washing service",Plumber,Plumber,+1 985-519-3216,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,29.7096819,-91.243319,"108 Home Ln, Berwick, LA 70342",Berwick,Louisiana,False,5.0,6.0,"https://search.google.com/local/reviews?placeid=ChIJuyE7YMZF_i4RfmBIDGo21aI&q=plumber,+70340,+Amelia,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Crappell%27s+Drain+Cleaning+%26+Services/@29.7096819,-91.243319,14z/data=!4m8!1m2!2m1!1sCrappell%27s+Drain+Cleaning+%26+Services!3m4!1s0x2efe45c6603b21bb:0xa2d5366a0c48607e!8m2!3d29.7096819!4d-91.243319",ChIJuyE7YMZF_i4RfmBIDGo21aI,,,,,https://lh5.googleusercontent.com/--fuRtPU1jgw/AAAAAAAAAAI/AAAAAAAAAAA/PAsGLHs5CHk/s256/photo.jpg,#4374e0,#9fc2fe,crappellsdraincleaningservices
"All American Lawn Care & Drain Cleaning, LLC",,"Plumber, Drainage service",Plumber,Plumber,+1 985-759-4040,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,29.7119072,-91.2117755,"609 Louisa St, Morgan City, LA 70380",Morgan City,Louisiana,False,5.0,23.0,"https://search.google.com/local/reviews?placeid=ChIJ6e8pVv1hIYYR_7oxxyzB0tQ&q=plumber,+70340,+Amelia,+LA,+US&authuser=0&hl=en&gl=US",27.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/All+American+Lawn+Care+%26+Drain+Cleaning%2C+LLC/@29.7119072,-91.2117755,14z/data=!4m8!1m2!2m1!1sAll+American+Lawn+Care+%26+Drain+Cleaning%2C+LLC!3m4!1s0x862161fd5629efe9:0xd4d2c12cc731baff!8m2!3d29.7119072!4d-91.2117755",ChIJ6e8pVv1hIYYR_7oxxyzB0tQ,,,,,https://lh5.googleusercontent.com/-9c_JGHeuSCU/AAAAAAAAAAI/AAAAAAAAAAA/CM1rOPjQ3s8/s256/photo.jpg,#231e1e,#ccc3ba,allamericanlawncaredraincleaningllc
"Drainco Sewer Service, LLC",,"Plumber, Drainage service, Septic system service",Plumber,Plumber,+1 225-362-6679,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.37153,-90.644513,"20925 Happywoods Rd, Springfield, LA 70462",Springfield,Louisiana,False,5.0,4.0,"https://search.google.com/local/reviews?placeid=ChIJu9eJ8OaV7QgRR4cxzShSMBI&q=plumber,+70340,+Amelia,+LA,+US&authuser=0&hl=en&gl=US",6.0,"{""Sunday"": ""Closed"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Drainco+Sewer+Service%2C+LLC/@30.37153,-90.64451299999999,14z/data=!4m8!1m2!2m1!1sDrainco+Sewer+Service%2C+LLC!3m4!1s0x8ed95e6f089d7bb:0x12305228cd318747!8m2!3d30.37153!4d-90.64451299999999",ChIJu9eJ8OaV7QgRR4cxzShSMBI,,,,,https://lh5.googleusercontent.com/-gLSvr12Al_s/AAAAAAAAAAI/AAAAAAAAAAA/b9KgENM0pOg/s256/photo.jpg,#8a997c,#262322,draincosewerservicellc
Southern Plumbing LLC,,Plumber,Plumber,Plumber,+1 318-452-7177,,mobile,31.5640193,-91.4498211,"275 Music Ln, Vidalia, LA 71373",Vidalia,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJv5XMbi_0JYYR9oL55QxQFuo&q=plumber,+70340,+Amelia,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Southern+Plumbing+LLC/@31.5640193,-91.4498211,14z/data=!4m8!1m2!2m1!1sSouthern+Plumbing+LLC!3m4!1s0x8625f42f6ecc95bf:0xea16500ce5f982f6!8m2!3d31.5640193!4d-91.4498211",ChIJv5XMbi_0JYYR9oL55QxQFuo,southernplumbingla@gmail.com,RECEIVING,https://www.facebook.com/people/Southern-Plumbing-LLC/100090749071750/,,,,,southernplumbingllc
A-Team General Contracting LLC,,"General contractor, Bathroom remodeler, Carpenter, Contractor, Service establishment, Fence contractor, Flooring contractor, Handyman/Handywoman/Handyperson, Kitchen remodeler",General contractor,General contractor,+1 985-992-5573,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,35.400587,-81.8447064,,Bostic,NC,True,3.7,3.0,,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/A-Team+General+Contracting+LLC/@35.400587,-81.84470639999999,14z/data=!4m8!1m2!2m1!1sA-Team+General+Contracting+LLC!3m4!1s0x8623dd81517762c3:0x12b62364c1197e1!8m2!3d35.400587!4d-81.84470639999999",ChIJw2J3UYHdI4YR4ZcRTDZiKwE,ack@ateamcontracting.us,INVALID,https://www.facebook.com/ateamgcontracting/,,https://lh5.googleusercontent.com/-rcW6pl1o0ck/AAAAAAAAAAI/AAAAAAAAAAA/j6RNYBu1aPE/s256/photo.jpg,#0b0907,#9f6e70,ateamgeneralcontractingllc
"Demcon Services, LLC",,"Contractor, Bathroom remodeler, Concrete contractor, Demolition contractor, Dumpster rental service, Service establishment, Kitchen remodeler",Contractor,Contractor,+1 985-312-9270,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,29.7606105,-91.022603,,Bayou L'Ourse,LA,True,5.0,6.0,"https://search.google.com/local/reviews?placeid=ChIJA6z0a22hcIoREGyOAZlZ0KA&q=plumber,+70340,+Amelia,+LA,+US&authuser=0&hl=en&gl=US",24.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Demcon+Services%2C+LLC/@29.7606105,-91.02260299999999,14z/data=!4m8!1m2!2m1!1sDemcon+Services%2C+LLC!3m4!1s0x8a70a16d6bf4ac03:0xa0d05999018e6c10!8m2!3d29.7606105!4d-91.02260299999999",ChIJA6z0a22hcIoREGyOAZlZ0KA,,,,,https://lh3.googleusercontent.com/-RoaMrk4LE4I/AAAAAAAAAAI/AAAAAAAAAAA/OcPIlgQ8Iac/s256/photo.jpg,#4374e0,#9fc2fe,demconservicesllc
JOEY'S UNSTOP DRAIN SERVICE,,"Plumber, Service establishment",Plumber,Plumber,+1 985-992-5711,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,29.6904331,-91.091269,,Morgan City,LA,True,,,,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/JOEY%27S+UNSTOP+DRAIN+SERVICE/@29.6904331,-91.091269,14z/data=!4m8!1m2!2m1!1sJOEY%27S+UNSTOP+DRAIN+SERVICE!3m4!1s0x61891869a03429e7:0x2b98fe073447e51b!8m2!3d29.6904331!4d-91.091269",ChIJ5yk0oGkYiWERG-VHNAf-mCs,,,,,https://lh4.googleusercontent.com/-xccwlzZOWuY/AAAAAAAAAAI/AAAAAAAAAAA/M2bJKzvWNs8/s256/photo.jpg,#4374e0,#9fc2fe,joeysunstopdrainservice
TMC,,"Plumber, Air conditioning contractor, Air conditioning repair service, Construction company, Debris removal service, Demolition contractor, Excavating contractor",Plumber,Plumber,+1 985-860-0574,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,29.5937145,-90.6845161,"113 King St, Houma, LA 70363",Houma,Louisiana,False,4.9,10.0,"https://search.google.com/local/reviews?placeid=ChIJE7Fu470FIYYRjyIcVcDjZ5E&q=plumber,+70343,+Bourg,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""8AM-11PM""}",True,"https://www.google.com/maps/place/TMC/@29.593714499999997,-90.6845161,14z/data=!4m8!1m2!2m1!1sTMC!3m4!1s0x862105bde36eb113:0x9167e3c0551c228f!8m2!3d29.593714499999997!4d-90.6845161",ChIJE7Fu470FIYYRjyIcVcDjZ5E,,,,,https://lh5.googleusercontent.com/-btj_x5T0s4c/AAAAAAAAAAI/AAAAAAAAAAA/sUsuPDdMTus/s256/photo.jpg,#f9f6f5,#8d1414,tmc
Callais Plumbing,,Plumber,Plumber,Plumber,+1 985-665-0837,,mobile,29.4934549,-90.3318784,"160 W 97th St, Cut Off, LA 70345",Cut Off,Louisiana,False,3.7,3.0,"https://search.google.com/local/reviews?placeid=ChIJR-euO5P0IIYR9dvhCcIIwWs&q=plumber,+70343,+Bourg,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5AM"", ""Tuesday"": ""7AM-5AM"", ""Wednesday"": ""7AM-5AM"", ""Thursday"": ""7AM-5AM"", ""Friday"": ""7AM-5AM"", ""Saturday"": ""7AM-5PM""}",True,"https://www.google.com/maps/place/Callais+Plumbing/@29.4934549,-90.3318784,14z/data=!4m8!1m2!2m1!1sCallais+Plumbing!3m4!1s0x8620f4933baee747:0x6bc108c209e1dbf5!8m2!3d29.4934549!4d-90.3318784",ChIJR-euO5P0IIYR9dvhCcIIwWs,,,,,https://lh5.googleusercontent.com/-J7gp2Nc-pUo/AAAAAAAAAAI/AAAAAAAAAAA/xIVXyK66mGc/s256/photo.jpg,#051320,#cb1616,callaisplumbing
Southeast Plumbing Repairs Llc,,Plumber,Plumber,Plumber,+1 985-360-6638,,mobile,29.5228095,-90.3372306,"167 W 64th St, Cut Off, LA 70345",Cut Off,Louisiana,False,4.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJq0ALNoPzIIYR0KeYRNLn3G4&q=plumber,+70343,+Bourg,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-4PM"", ""Tuesday"": ""9AM-4PM"", ""Wednesday"": ""9AM-4PM"", ""Thursday"": ""9AM-4PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/Southeast+Plumbing+Repairs+Llc/@29.522809499999997,-90.3372306,14z/data=!4m8!1m2!2m1!1sSoutheast+Plumbing+Repairs+Llc!3m4!1s0x8620f383360b40ab:0x6edce7d24498a7d0!8m2!3d29.522809499999997!4d-90.3372306",ChIJq0ALNoPzIIYR0KeYRNLn3G4,,,,,,,,southeastplumbingrepairsllc
C.BURGE & SONS PLUMBING LLC,,Plumber,Plumber,Plumber,+1 270-871-4975,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,37.0476409,-88.4740476,"1487 US-60, Ledbetter, KY 42058",Ledbetter,Kentucky,False,5.0,14.0,"https://search.google.com/local/reviews?placeid=ChIJ84UB0g7ZPoQRm62SIYq3n7w&q=plumber,+70343,+Bourg,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/C.BURGE+%26+SONS+PLUMBING+LLC/@37.0476409,-88.47404759999999,14z/data=!4m8!1m2!2m1!1sC.BURGE+%26+SONS+PLUMBING+LLC!3m4!1s0x843ed90ed20185f3:0xbc9fb78a2192ad9b!8m2!3d37.0476409!4d-88.47404759999999",ChIJ84UB0g7ZPoQRm62SIYq3n7w,,,,,https://lh4.googleusercontent.com/-D9UcDurPpS8/AAAAAAAAAAI/AAAAAAAAAAA/t6RDjipzW8A/s256/photo.jpg,#4374e0,#9fc2fe,cburgesonsplumbingllc
Bayou Fire and Sprinkler,,"Plumber, Service establishment",Plumber,Plumber,+1 985-860-6096,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,46.423669,-129.9427086,,,,True,4.0,1.0,,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Bayou+Fire+and+Sprinkler/@46.423669,-129.9427086,14z/data=!4m8!1m2!2m1!1sBayou+Fire+and+Sprinkler!3m4!1s0x8621031876846605:0x527202a30f00e1b8!8m2!3d46.423669!4d-129.9427086",ChIJBWaEdhgDIYYRuOEAD6MCclI,,,,,https://lh3.googleusercontent.com/-AJvCq1uek1c/AAAAAAAAAAI/AAAAAAAAAAA/Jjz_S9kIEWo/s256/photo.jpg,#4374e0,#9fc2fe,bayoufireandsprinkler
All Ways Plumbing LLC,,"Plumber, Septic system service",Plumber,Plumber,+1 985-232-0452,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,29.6391045,-90.7512623,"403 Bayou Gardens Blvd, Houma, LA 70364",Houma,Louisiana,False,3.5,24.0,"https://search.google.com/local/reviews?placeid=ChIJDdYFM3gQIYYRbp9pd8FoJF4&q=plumber,+70344,+Chauvin,+LA,+US&authuser=0&hl=en&gl=US",60.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/All+Ways+Plumbing+LLC/@29.6391045,-90.7512623,14z/data=!4m8!1m2!2m1!1sAll+Ways+Plumbing+LLC!3m4!1s0x862110783305d60d:0x5e2468c177699f6e!8m2!3d29.6391045!4d-90.7512623",ChIJDdYFM3gQIYYRbp9pd8FoJF4,all.ways.plumbing@outlook.com,RECEIVING,https://www.facebook.com/people/All-Ways-Plumbing-LLC/100092631175707/,,https://lh3.googleusercontent.com/-LKfzmRA9TDM/AAAAAAAAAAI/AAAAAAAAAAA/CFUqJ85g_Jk/s256/photo.jpg,#7a6d66,#cac9c3,allwaysplumbingllc
Boudwin's Plumbing LLC,,Plumber,Plumber,Plumber,+1 985-876-9657,,mobile,29.5957731,-90.7195626,"Houma, LA 70360",Houma,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/Boudwin%27s+Plumbing+LLC/@29.5957731,-90.71956259999999,14z/data=!4m8!1m2!2m1!1sBoudwin%27s+Plumbing+LLC!3m4!1s0x8621052957dacf91:0x66df4dde1eb2773d!8m2!3d29.5957731!4d-90.71956259999999",ChIJkc_aVykFIYYRPXeyHt5N32Y,,,,,,,,boudwinsplumbingllc
Phil's Plumbing & Repair,,Plumber,Plumber,Plumber,+1 985-665-4627,T-Mobile USA Inc.,mobile,29.5957731,-90.7195626,"Houma, LA 70360",Houma,Louisiana,False,,,,1.0,,False,"https://www.google.com/maps/place/Phil%27s+Plumbing+%26+Repair/@29.5957731,-90.71956259999999,14z/data=!4m8!1m2!2m1!1sPhil%27s+Plumbing+%26+Repair!3m4!1s0x8621052957dacf91:0x1e546227c1af2c2d!8m2!3d29.5957731!4d-90.71956259999999",ChIJkc_aVykFIYYRLSyvwSdiVB4,,,,,,,,philsplumbingrepair
Stan's Plumbing & Heating Inc,,Plumber,Plumber,Plumber,,,,29.6637046,-90.7437299,"528 Country Estates Dr, Houma, LA 70364",Houma,Louisiana,False,4.5,13.0,"https://search.google.com/local/reviews?placeid=ChIJAYLd120aIYYRoC8sqTATJhE&q=plumber,+70344,+Chauvin,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Stan%27s+Plumbing+%26+Heating+Inc/@29.6637046,-90.74372989999999,14z/data=!4m8!1m2!2m1!1sStan%27s+Plumbing+%26+Heating+Inc!3m4!1s0x86211a6dd7dd8201:0x11261330a92c2fa0!8m2!3d29.6637046!4d-90.74372989999999",ChIJAYLd120aIYYRoC8sqTATJhE,clegiec@hotmail.com,RECEIVING,https://www.facebook.com/stansplumbingnj/,,,,,stansplumbingheatinginc
Marramco Plumbing LLC,,Plumber,Plumber,Plumber,+1 985-665-8697,T-Mobile USA Inc.,mobile,29.6184363,-90.789732,"232 Lake Crescent Cir, Houma, LA 70360",Houma,Louisiana,False,,,,1.0,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Marramco+Plumbing+LLC/@29.6184363,-90.789732,14z/data=!4m8!1m2!2m1!1sMarramco+Plumbing+LLC!3m4!1s0x862111976a62d8cd:0xb81f40b134c67bd6!8m2!3d29.6184363!4d-90.789732",ChIJzdhiapcRIYYR1nvGNLFAH7g,,,,,https://lh5.googleusercontent.com/-ys6hkAMpCdU/AAAAAAAAAAI/AAAAAAAAAAA/G9oz3t48Zxo/s256/photo.jpg,#4374e0,#9fc2fe,marramcoplumbingllc
JRP Services,,"Plumber, Service establishment",Plumber,Plumber,+1 337-230-6511,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,30.2747145,-91.791362,,Henderson,LA,True,5.0,3.0,"https://search.google.com/local/reviews?placeid=ChIJmzCiMNWRJIYRLC1LiqVs5gM&q=plumber,+70352,+Donner,+LA,+US&authuser=0&hl=en&gl=US",19.0,"{""Sunday"": ""Closed"", ""Monday"": ""7:30AM-4:30PM"", ""Tuesday"": ""7:30AM-4:30PM"", ""Wednesday"": ""7:30AM-4:30PM"", ""Thursday"": ""7:30AM-4:30PM"", ""Friday"": ""7:30AM-4:30PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/JRP+Services/@30.274714499999998,-91.79136199999999,14z/data=!4m8!1m2!2m1!1sJRP+Services!3m4!1s0x862491d530a2309b:0x3e66ca58a4b2d2c!8m2!3d30.274714499999998!4d-91.79136199999999",ChIJmzCiMNWRJIYRLC1LiqVs5gM,,,,,https://lh3.googleusercontent.com/-K5DtkRMOWto/AAAAAAAAAAI/AAAAAAAAAAA/-LktUzXA_0M/s256/photo.jpg,#fafafa,#2e2e2e,jrpservices
Ben's Plumbing Repairs L.L.C,,Plumber,Plumber,Plumber,+1 504-250-7731,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,29.9227826,-90.3415171,"358 Marcia Dr, Luling, LA 70070",Luling,Louisiana,False,4.9,11.0,"https://search.google.com/local/reviews?placeid=ChIJSZtSt_7GIIYRP3jYFfdIBOY&q=plumber,+70355,+Gheens,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",False,"https://www.google.com/maps/place/Ben%27s+Plumbing+Repairs+L.L.C/@29.922782599999998,-90.34151709999999,14z/data=!4m8!1m2!2m1!1sBen%27s+Plumbing+Repairs+L.L.C!3m4!1s0x8620c6feb7529b49:0xe60448f715d8783f!8m2!3d29.922782599999998!4d-90.34151709999999",ChIJSZtSt_7GIIYRP3jYFfdIBOY,,,,,,,,bensplumbingrepairsllc
Shelton Celestine Plumbing LMP,,"Plumber, Remodeler, Repair service",Plumber,Plumber,+1 337-280-6959,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.265087,-91.902265,"416 Sterling St, Breaux Bridge, LA 70517",Breaux Bridge,Louisiana,False,4.8,4.0,"https://search.google.com/local/reviews?placeid=ChIJc93WmJmGJIYR_E3WGwgYT1A&q=plumber,+70356,+Gibson,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-2PM""}",True,"https://www.google.com/maps/place/Shelton+Celestine+Plumbing+LMP/@30.265086999999998,-91.902265,14z/data=!4m8!1m2!2m1!1sShelton+Celestine+Plumbing+LMP!3m4!1s0x8624869998d6dd73:0x504f18081bd64dfc!8m2!3d30.265086999999998!4d-91.902265",ChIJc93WmJmGJIYR_E3WGwgYT1A,,,,,https://lh4.googleusercontent.com/-CZd-c60M5qk/AAAAAAAAAAI/AAAAAAAAAAA/_QWzmElnqAo/s256/photo.jpg,#4374e0,#9fc2fe,sheltoncelestineplumbinglmp
Disotell Plumbing,,Plumber,Plumber,Plumber,+1 985-438-7223,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,29.6705441,-90.7121838,"216 Hidden Acres St, Houma, LA 70364",Houma,Louisiana,False,5.0,1.0,"https://search.google.com/local/reviews?placeid=ChIJxw5IcLcbIYYRHSOrElMrpmo&q=plumber,+70356,+Gibson,+LA,+US&authuser=0&hl=en&gl=US",2.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-5PM""}",True,"https://www.google.com/maps/place/Disotell+Plumbing/@29.670544099999997,-90.71218379999999,14z/data=!4m8!1m2!2m1!1sDisotell+Plumbing!3m4!1s0x86211bb770480ec7:0x6aa62b5312ab231d!8m2!3d29.670544099999997!4d-90.71218379999999",ChIJxw5IcLcbIYYRHSOrElMrpmo,disdway@gmail.com,RECEIVING,https://www.facebook.com/disotellplumbing/about/,,https://lh5.googleusercontent.com/-SJR1G5JEwpo/AAAAAAAAAAI/AAAAAAAAAAA/z35bbxHPIT0/s256/photo.jpg,#8c8884,#26253d,disotellplumbing
Adaptable Plumbing Repairs LJP6828,,Plumber,Plumber,Plumber,+1 985-852-6107,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,29.6106141,-90.7404429,"Highland Dr, Houma, LA 70364",Houma,Louisiana,False,,,,12.0,,True,"https://www.google.com/maps/place/Adaptable+Plumbing+Repairs+LJP6828/@29.6106141,-90.74044289999999,14z/data=!4m8!1m2!2m1!1sAdaptable+Plumbing+Repairs+LJP6828!3m4!1s0x86211b9bb27ec1e9:0x5cba80f50b7e1801!8m2!3d29.6106141!4d-90.74044289999999",ChIJ6cF-spsbIYYRARh-C_WAulw,,,,,https://lh6.googleusercontent.com/-d6PEfD5Xo8M/AAAAAAAAAAI/AAAAAAAAAAA/AO28MfzU86w/s256/photo.jpg,#050505,#868385,adaptableplumbingrepairsljp6828
