name,site,subtypes,category,type,phone number,phone.phones_enricher.carrier_name,phone.phones_enricher.carrier_type,latitude,longitude,full_address,city,state,area_service,rating,reviews,reviews_link,photos_count,working_hours,verified,location_link,place_id,email_1,email_1.emails_validator.status,facebook,instagram,logo,primary_color,secondary_color,slug
Liemann Plumbing & Heating,https://www.liemannplumbing.com/,"Plumber, Drainage service, Service establishment, Water works equipment supplier",Plumber,Plumber,+1 504-905-8275,T-Mobile USA Inc.,mobile,29.9461216,-89.963906,,Chalmette,LA,True,5.0,4.0,"https://search.google.com/local/reviews?placeid=ChIJg9QMHCkdnogRkPzwC19_QJg&q=plumber,+70092,+Violet,+LA,+US&authuser=0&hl=en&gl=US",5.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Liemann+Plumbing+%26+Heating/@29.946121599999998,-89.963906,14z/data=!4m8!1m2!2m1!1sLiemann+Plumbing+%26+Heating!3m4!1s0x889e1d291c0cd483:0x98407f5f0bf0fc90!8m2!3d29.946121599999998!4d-89.963906",ChIJg9QMHCkdnogRkPzwC19_QJg,liemannplumbing@yahoo.com,RECEIVING,//facebook.com/LiemannPlumbingHeating,,https://lh3.googleusercontent.com/-qksPtmqGK0I/AAAAAAAAAAI/AAAAAAAAAAA/a7HgxaFuA78/s256/photo.jpg,#fdfdfd,#868378,liemannplumbingheating
Handyman & Maintenance Services LLC,https://www.servicesteve.com/,"Plumber, Carpenter, Electrician, Service establishment, Painter, Handyman/Handywoman/Handyperson, Pressure washing service",Handyman/Handywoman/Handyperson,Plumber,+1 504-206-2635,T-Mobile USA Inc.,mobile,30.1123571,-89.9526745,,New Orleans,LA,True,5.0,15.0,"https://search.google.com/local/reviews?placeid=ChIJ6VpMdEsdnogRDDbR6qHN2sk&q=plumber,+70092,+Violet,+LA,+US&authuser=0&hl=en&gl=US",88.0,"{""Sunday"": ""9AM-5PM"", ""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""9AM-5PM""}",True,"https://www.google.com/maps/place/Handyman+%26+Maintenance+Services+LLC/@30.112357099999997,-89.9526745,14z/data=!4m8!1m2!2m1!1sHandyman+%26+Maintenance+Services+LLC!3m4!1s0x889e1d4b744c5ae9:0xc9dacda1ead1360c!8m2!3d30.112357099999997!4d-89.9526745",ChIJ6VpMdEsdnogRDDbR6qHN2sk,handyman4905@yahoo.com,RECEIVING,,,https://lh6.googleusercontent.com/-mKr467zPq1c/AAAAAAAAAAI/AAAAAAAAAAA/XR8TNktzOhg/s256/photo.jpg,#565347,#fcfbf1,handymanmaintenanceservicesllc
Patriot Plumbing Repair & Drain Cleaning,http://patriotplumbingnola.com/,"Plumber, Service establishment",Plumber,Plumber,+1 504-875-6310,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.0326605,-89.8825635,,New Orleans,LA,True,4.5,4.0,"https://search.google.com/local/reviews?placeid=ChIJ7bD4llmoIIYRnU8l77it824&q=plumber,+70092,+Violet,+LA,+US&authuser=0&hl=en&gl=US",3.0,"{""Sunday"": ""9AM-6PM"", ""Monday"": ""9AM-6PM"", ""Tuesday"": ""9AM-6PM"", ""Wednesday"": ""9AM-6PM"", ""Thursday"": ""9AM-6PM"", ""Friday"": ""9AM-6PM"", ""Saturday"": ""9AM-6PM""}",True,"https://www.google.com/maps/place/Patriot+Plumbing+Repair+%26+Drain+Cleaning/@30.0326605,-89.88256349999999,14z/data=!4m8!1m2!2m1!1sPatriot+Plumbing+Repair+%26+Drain+Cleaning!3m4!1s0x8620a85996f8b0ed:0x6ef3adb8ef254f9d!8m2!3d30.0326605!4d-89.88256349999999",ChIJ7bD4llmoIIYRnU8l77it824,support@monkeydigital.co,RECEIVING,,,https://lh5.googleusercontent.com/-OiU2F2rN7HA/AAAAAAAAAAI/AAAAAAAAAAA/8vg-6wmbwhc/s256/photo.jpg,#4d4d4d,#d9d9d9,patriotplumbingrepairdraincleaning
P.A. Plumbing,http://paplumbingnola.com/,"Plumber, Service establishment",Plumber,Plumber,+1 504-215-6307,,mobile,30.0257334,-90.085819,,New Orleans,LA,True,4.6,9.0,"https://search.google.com/local/reviews?placeid=ChIJsbOrJTy7IIYRpRhaWaonbUM&q=plumber,+70092,+Violet,+LA,+US&authuser=0&hl=en&gl=US",10.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-4PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/P.A.+Plumbing/@30.0257334,-90.085819,14z/data=!4m8!1m2!2m1!1sP.A.+Plumbing!3m4!1s0x8620bb3c25abb3b1:0x436d27aa595a18a5!8m2!3d30.0257334!4d-90.085819",ChIJsbOrJTy7IIYRpRhaWaonbUM,,,,https://www.instagram.com/p.a.plumbing,https://lh5.googleusercontent.com/-NAYjDpOV5_0/AAAAAAAAAAI/AAAAAAAAAAA/OiEYk1oOwqo/s256/photo.jpg,#7f9968,#fcfbfa,paplumbing
"Camardelle Services, LLC",https://www.camardelleservices.net/?utm_source=google,"Plumber, Drainage service, Service establishment, Gasfitter, Septic system service, Water testing service",Plumber,Plumber,,,,29.8840426,-90.216851,,Avondale,LA,True,5.0,47.0,"https://search.google.com/local/reviews?placeid=ChIJkweqH6Dh4IQR4vX2EvDRAmw&q=plumber,+70093,+Belle+Chasse,+LA,+US&authuser=0&hl=en&gl=US",88.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Camardelle+Services%2C+LLC/@29.884042599999997,-90.21685099999999,14z/data=!4m8!1m2!2m1!1sCamardelle+Services%2C+LLC!3m4!1s0x84e0e1a01faa0793:0x6c02d1f012f6f5e2!8m2!3d29.884042599999997!4d-90.21685099999999",ChIJkweqH6Dh4IQR4vX2EvDRAmw,camardelleservices@gmail.com,RECEIVING,https://www.facebook.com/camardelleservices/,https://www.instagram.com/camardelleservicesllc,https://lh5.googleusercontent.com/-UcDkJsIeyn8/AAAAAAAAAAI/AAAAAAAAAAA/cb6W-x_h_uc/s256/photo.jpg,#f8f9f9,#193643,camardelleservicesllc
Roto-Rooter Plumbing & Water Cleanup,https://www.rotorooter.com/marrerola/?utm_source=Google,"Plumber, Contractor, Drainage service, Excavating contractor, Repair service, Water damage restoration service, Water filter supplier, Water jet cutting service, Water softening equipment supplier, Water testing service",Plumber,Plumber,+1 504-224-9337,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,29.8745998,-90.1079564,"5421 Lapalco Blvd Ste B, Marrero, LA 70072",Marrero,Louisiana,False,4.9,351.0,"https://search.google.com/local/reviews?placeid=ChIJI_6MnKCjIIYRepbaUwukOX4&q=plumber,+70094,+Westwego,+LA,+US&authuser=0&hl=en&gl=US",89.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/@29.8745998,-90.10795639999999,14z/data=!4m8!1m2!2m1!1sRoto-Rooter+Plumbing+%26+Water+Cleanup!3m4!1s0x8620a3a09c8cfe23:0x7e39a40b53da967a!8m2!3d29.8745998!4d-90.10795639999999",ChIJI_6MnKCjIIYRepbaUwukOX4,rrmarkething@rrsc.com,INVALID,https://www.facebook.com/RotoRooter,https://www.instagram.com/rotorooterplumbing,https://lh3.googleusercontent.com/-LzIDSsG5Iaw/AAAAAAAAAAI/AAAAAAAAAAA/WjmCZcLNUNo/s256/photo.jpg,#fbfbfb,#603e76,rotorooterplumbingwatercleanup
Plumb & Square,http://www.plumbandsquare.com/,"Plumber, Drainage service, Service establishment, Mechanical contractor",Plumber,Plumber,+1 504-343-9582,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.027377,-89.9526745,,New Orleans,LA,True,4.6,11.0,"https://search.google.com/local/reviews?placeid=ChIJP09FwM2IMKAR8RiRMsAfwy4&q=plumber,+70096,+Westwego,+LA,+US&authuser=0&hl=en&gl=US",27.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Plumb+%26+Square/@30.027376999999998,-89.9526745,14z/data=!4m8!1m2!2m1!1sPlumb+%26+Square!3m4!1s0xa03088cdc0454f3f:0x2ec31fc0329118f1!8m2!3d30.027376999999998!4d-89.9526745",ChIJP09FwM2IMKAR8RiRMsAfwy4,plumbandsquare@icloud.com,RECEIVING,,https://instagram.com/plumb_andsquare,https://lh6.googleusercontent.com/-Yr-9OO3zMUY/AAAAAAAAAAI/AAAAAAAAAAA/wrW5HnlieSQ/s256/photo.jpg,#bec0c1,#293e48,plumbsquare
All Hours Plumbing - Plumbing Services for New Orleans,http://www.allhpar.com/,Plumber,Plumber,Plumber,+1 504-909-6749,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.0009248,-90.2785537,"10 24th St suite b, Kenner, LA 70062",Kenner,Louisiana,False,5.0,24.0,"https://search.google.com/local/reviews?placeid=ChIJkYge2323IIYRpthvfIfDFmM&q=plumber,+70097,+Kenner,+LA,+US&authuser=0&hl=en&gl=US",1.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/All+Hours+Plumbing+-+Plumbing+Services+for+New+Orleans/@30.0009248,-90.27855369999999,14z/data=!4m8!1m2!2m1!1sAll+Hours+Plumbing+-+Plumbing+Services+for+New+Orleans!3m4!1s0x8620b77ddb1e8891:0x6316c3877c6fd8a6!8m2!3d30.0009248!4d-90.27855369999999",ChIJkYge2323IIYRpthvfIfDFmM,info@allhpar.com,RECEIVING,https://www.facebook.com/people/All-Hours-Plumbing/100057336533029/,,https://lh5.googleusercontent.com/-Z1ItjNOJKC8/AAAAAAAAAAI/AAAAAAAAAAA/GtqqK-o6paE/s256/photo.jpg,#384764,#c1737d,allhoursplumbingplumbingservicesforneworleans
Donnie's Plumbing,http://www.donniesplumbing.com/,Plumber,Plumber,Plumber,+1 504-913-5542,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,30.0035816,-90.2521405,"2651 Marietta St, Kenner, LA 70062",Kenner,Louisiana,False,5.0,2.0,"https://search.google.com/local/reviews?placeid=ChIJxe5T7hG3IIYRiztHNIa35BE&q=plumber,+70097,+Kenner,+LA,+US&authuser=0&hl=en&gl=US",1.0,,False,"https://www.google.com/maps/place/Donnie%27s+Plumbing/@30.0035816,-90.2521405,14z/data=!4m8!1m2!2m1!1sDonnie%27s+Plumbing!3m4!1s0x8620b711ee53eec5:0x11e4b78634473b8b!8m2!3d30.0035816!4d-90.2521405",ChIJxe5T7hG3IIYRiztHNIa35BE,,,,,,,,donniesplumbing
Pro Flow Services,http://www.proflowservicesllc.com/,"Plumber, Service establishment",Plumber,Plumber,+1 504-495-9970,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.0326605,-89.9526745,,New Orleans,LA,True,5.0,5.0,"https://search.google.com/local/reviews?placeid=ChIJbQsNn8gyVSwReY9zMnzHogM&q=plumber,+70097,+Kenner,+LA,+US&authuser=0&hl=en&gl=US",15.0,"{""Sunday"": ""Closed"", ""Monday"": ""8:30AM-5PM"", ""Tuesday"": ""8:30AM-5PM"", ""Wednesday"": ""8:30AM-5PM"", ""Thursday"": ""8:30AM-5PM"", ""Friday"": ""8:30AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Pro+Flow+Services/@30.0326605,-89.9526745,14z/data=!4m8!1m2!2m1!1sPro+Flow+Services!3m4!1s0x2c5532c89f0d0b6d:0x3a2c77c32738f79!8m2!3d30.0326605!4d-89.9526745",ChIJbQsNn8gyVSwReY9zMnzHogM,proflowservicesllc@gmail.com,RECEIVING,https://www.facebook.com/proflowservicesllc,https://www.instagram.com/proflowservicesllc,https://lh3.googleusercontent.com/-y34hTcmjzZs/AAAAAAAAAAI/AAAAAAAAAAA/YNZ4Fow9TO0/s256/photo.jpg,#4374e0,#9fc2fe,proflowservices
Amazing Discount Drain Cleaning and jet service,https://all-clear-draincleaning.site/?utm_source=gmb,Plumber,Plumber,Plumber,+1 504-575-4944,T-Mobile USA Inc.,mobile,30.0125727,-90.2655819,"463 Furman Dr, Kenner, LA 70065",Kenner,Louisiana,False,,,,7.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Amazing+Discount+Drain+Cleaning+and+jet+service/@30.0125727,-90.2655819,14z/data=!4m8!1m2!2m1!1sAmazing+Discount+Drain+Cleaning+and+jet+service!3m4!1s0x8620b7c7ba05be05:0x6054d2887b686a95!8m2!3d30.0125727!4d-90.2655819",ChIJBb4Fuse3IIYRlWpoe4jSVGA,,,,,https://lh3.googleusercontent.com/-RTR_GFv4EDk/AAAAAAAAAAI/AAAAAAAAAAA/How5wfbbU44/s256/photo.jpg,#403234,#b19d96,amazingdiscountdraincleaningandjetservice
Hébert Drain Care,https://www.hebertdraincare.com/,"Plumber, Service establishment",Plumber,Plumber,+1 504-909-5533,CELLCO PARTNERSHIP DBA VERIZON,mobile,30.1797039,-90.085819,,New Orleans,LA,True,5.0,120.0,"https://search.google.com/local/reviews?placeid=ChIJPcZk1zu3IIYRnj2ZZO8j8lk&q=plumber,+70097,+Kenner,+LA,+US&authuser=0&hl=en&gl=US",7.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""8AM-12PM""}",True,"https://www.google.com/maps/place/H%C3%A9bert+Drain+Care/@30.1797039,-90.085819,14z/data=!4m8!1m2!2m1!1sH%C3%A9bert+Drain+Care!3m4!1s0x8620b73bd764c63d:0x59f223ef64993d9e!8m2!3d30.1797039!4d-90.085819",ChIJPcZk1zu3IIYRnj2ZZO8j8lk,a.hebert@hebertdraincare.com,RECEIVING,https://www.facebook.com/hebertdraincare/,,https://lh3.googleusercontent.com/-Nut_Fxs6gbI/AAAAAAAAAAI/AAAAAAAAAAA/KYS7XuJYjjc/s256/photo.jpg,#644f75,#fafafa,hbertdraincare
"GPS Plumbing, LLC",https://gregsplumbingservice.com/,"Plumber, Service establishment, Contractor",Contractor,Plumber,+1 504-495-7072,CELLCO PARTNERSHIP DBA VERIZON,mobile,30.1948475,-90.384982,,Ruddock,LA,True,,,,1.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/GPS+Plumbing%2C+LLC/@30.194847499999998,-90.384982,14z/data=!4m8!1m2!2m1!1sGPS+Plumbing%2C+LLC!3m4!1s0x8620b7b59c689ddb:0xeb38ec02ee63feb4!8m2!3d30.194847499999998!4d-90.384982",ChIJ251onLW3IIYRtP5j7gLsOOs,,,,,https://lh5.googleusercontent.com/-8EK8y1eF-cM/AAAAAAAAAAI/AAAAAAAAAAA/UUCOB-vp_MI/s256/photo.jpg,#4374e0,#9fc2fe,gpsplumbingllc
Leak Detectives US,https://leakdetectivesofamerica.com/,"Plumber, Service establishment",Plumber,Plumber,+1 504-699-1220,T-Mobile USA Inc.,mobile,31.7587436,-87.172944,,Beatrice,AL,True,,,,,"{""Sunday"": ""7AM-1PM"", ""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""Closed"", ""Thursday"": ""Closed"", ""Friday"": ""Closed"", ""Saturday"": ""7AM-6PM""}",True,"https://www.google.com/maps/place/Leak+Detectives+US/@31.7587436,-87.172944,14z/data=!4m8!1m2!2m1!1sLeak+Detectives+US!3m4!1s0xb6e9a9bc5e56a9b:0xcc7b186ce4072127!8m2!3d31.7587436!4d-87.172944",ChIJm2rlxZuabgsRJyEH5GwYe8w,contactus@leakdetectivesofamerica.com,RECEIVING,http://facebook.com/squarespace,http://instagram.com/squarespace,https://lh3.googleusercontent.com/-Jl1bcKV5qbM/AAAAAAAAAAI/AAAAAAAAAAA/dxxip04V51c/s256/photo.jpg,#4374e0,#9fc2fe,leakdetectivesus
504 Parish Plumbing LLC,http://504parishplumbing.com/,"Plumber, Bathroom remodeler, Drainage service, Gas company, Gas installation service, Kitchen remodeler",Plumber,Plumber,+1 504-272-9361,CELLCO PARTNERSHIP DBA VERIZON,mobile,30.0172148,-90.2097653,"4313 Bissonet Dr, Metairie, LA 70003",Metairie,Louisiana,False,4.9,41.0,"https://search.google.com/local/reviews?placeid=ChIJHXBc2t6wIIYRWim0uxd0e-8&q=plumber,+70097,+Kenner,+LA,+US&authuser=0&hl=en&gl=US",130.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/504+Parish+Plumbing+LLC/@30.017214799999998,-90.2097653,14z/data=!4m8!1m2!2m1!1s504+Parish+Plumbing+LLC!3m4!1s0x8620b0deda5c701d:0xef7b7417bbb4295a!8m2!3d30.017214799999998!4d-90.2097653",ChIJHXBc2t6wIIYRWim0uxd0e-8,joel@504parishplumbing.com,RECEIVING,https://www.facebook.com/joel504parishplumbing/,https://instagram.com/pontojoel,https://lh4.googleusercontent.com/-uPiKvcF2hFA/AAAAAAAAAAI/AAAAAAAAAAA/rksIlqidhxU/s256/photo.jpg,#a4867b,#312a29,504parishplumbingllc
Louisiana swimming Pool Leak detected (starts at $300 dollars),https://sites.google.com/view/leaking-detection/home,"Swimming pool repair service, Swimming pool contractor",Swimming pool repair service,Swimming pool repair service,+1 504-446-4235,T-Mobile USA Inc.,mobile,30.0379675,-90.2623814,"4117 Ole Miss Dr, Kenner, LA 70065",Kenner,Louisiana,False,4.9,69.0,"https://search.google.com/local/reviews?placeid=ChIJWfFnkTnS3S8RC_jjvBLvPPY&q=plumber,+70097,+Kenner,+LA,+US&authuser=0&hl=en&gl=US",54.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Louisiana+swimming+Pool+Leak+detected+%28starts+at+%24300+dollars%29/@30.037967499999997,-90.2623814,14z/data=!4m8!1m2!2m1!1sLouisiana+swimming+Pool+Leak+detected+%28starts+at+%24300+dollars%29!3m4!1s0x2fddd2399167f159:0xf63cef12bce3f80b!8m2!3d30.037967499999997!4d-90.2623814",ChIJWfFnkTnS3S8RC_jjvBLvPPY,h.weiner@4gig.com,INVALID,https://www.facebook.com/russ.rentler,,https://lh3.googleusercontent.com/-CEfBzlSh5Q8/AAAAAAAAAAI/AAAAAAAAAAA/ytmalfJFa2Q/s256/photo.jpg,#aa905e,#5b6283,louisianaswimmingpoolleakdetectedstartsat300dollars
"Natal's Air Conditioning, Plumbing & Electrical",https://www.natalsairconditioning.com/?utm_source=gbp,"Plumber, Air conditioning repair service, Electrician, HVAC contractor",HVAC contractor,Plumber,+1 504-666-9124,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,29.9622415,-90.0891717,"2630 Banks St, New Orleans, LA 70119",New Orleans,Louisiana,False,4.9,1851.0,"https://search.google.com/local/reviews?placeid=ChIJg7YRe3avIIYR99uXjsMN2QU&q=plumber,+70112,+New+Orleans,+LA,+US&authuser=0&hl=en&gl=US",102.0,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",True,"https://www.google.com/maps/place/Natal%27s+Air+Conditioning%2C+Plumbing+%26+Electrical/@29.962241499999998,-90.0891717,14z/data=!4m8!1m2!2m1!1sNatal%27s+Air+Conditioning%2C+Plumbing+%26+Electrical!3m4!1s0x8620af767b11b683:0x5d90dc38e97dbf7!8m2!3d29.962241499999998!4d-90.0891717",ChIJg7YRe3avIIYR99uXjsMN2QU,info@natalsairconditioning.com,RECEIVING,http://facebook.com/natalsairconditioning,https://instagram.com/callnatals,https://lh5.googleusercontent.com/-aLDTdwkNzBE/AAAAAAAAAAI/AAAAAAAAAAA/c-Mnc1C0cAY/s256/photo.jpg,#fbfcf9,#7a7f70,natalsairconditioningplumbingelectrical
Pelican Underground Llc,https://pelicanunderground.com/new-orleans-la/,"Plumber, Contractor, Drainage service, Service establishment, Septic system service",Plumber,Plumber,+1 504-400-8817,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,30.0799514,-89.9526745,,New Orleans,LA,True,5.0,23.0,"https://search.google.com/local/reviews?placeid=ChIJ__-DXxS6IIYREyAgT0rreOg&q=plumber,+70112,+New+Orleans,+LA,+US&authuser=0&hl=en&gl=US",22.0,"{""Sunday"": ""7AM-9PM"", ""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM""}",True,"https://www.google.com/maps/place/Pelican+Underground+Llc/@30.0799514,-89.9526745,14z/data=!4m8!1m2!2m1!1sPelican+Underground+Llc!3m4!1s0x8620ba145f83ffff:0xe878eb4a4f202013!8m2!3d30.0799514!4d-89.9526745",ChIJ__-DXxS6IIYREyAgT0rreOg,info@pelicanunderground.com,RECEIVING,,,https://lh6.googleusercontent.com/-4XGU1AT-B0M/AAAAAAAAAAI/AAAAAAAAAAA/14Y7hqzvTPY/s256/photo.jpg,#c7ccdd,#030303,pelicanundergroundllc
Barthelemy's Plumbing,http://www.barthelemysplumbing.com/,"Plumber, Service establishment",Plumber,Plumber,+1 504-487-0892,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,mobile,30.0002554,-89.9595196,,New Orleans,LA,True,5.0,4.0,"https://search.google.com/local/reviews?placeid=ChIJQTiE4gylIIYR4t9gj2uIUFI&q=plumber,+70113,+New+Orleans,+LA,+US&authuser=0&hl=en&gl=US",9.0,"{""Sunday"": ""Closed"", ""Monday"": ""7:30AM-5PM"", ""Tuesday"": ""7:30AM-5PM"", ""Wednesday"": ""7:30AM-5PM"", ""Thursday"": ""7:30AM-5PM"", ""Friday"": ""7:30AM-5PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/Barthelemy%27s+Plumbing/@30.0002554,-89.9595196,14z/data=!4m8!1m2!2m1!1sBarthelemy%27s+Plumbing!3m4!1s0x8620a50ce2843841:0x5250886b8f60dfe2!8m2!3d30.0002554!4d-89.9595196",ChIJQTiE4gylIIYR4t9gj2uIUFI,bpr711@gmail.com,RECEIVING,,,https://lh3.googleusercontent.com/-zWoWQkFfVs8/AAAAAAAAAAI/AAAAAAAAAAA/Z4rl-JdjEyU/s256/photo.jpg,#f7f5ef,#a0905f,barthelemysplumbing
Bertucci Bros. Plumbing LLC,https://www.bertuccibrothersplumbing.com/,Plumber,Plumber,Plumber,+1 504-559-7473,"NEW CINGULAR WIRELESS PCS, LLC - GA",mobile,29.976557,-90.1740438,"128 Colby St, Metairie, LA 70001",Metairie,Louisiana,False,4.9,369.0,"https://search.google.com/local/reviews?placeid=ChIJNSUcI1O3IIYR__OdsnMSZgg&q=plumber,+70113,+New+Orleans,+LA,+US&authuser=0&hl=en&gl=US",16.0,"{""Sunday"": ""Closed"", ""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""7AM-12PM""}",True,"https://www.google.com/maps/place/Bertucci+Bros.+Plumbing+LLC/@29.976557,-90.17404379999999,14z/data=!4m8!1m2!2m1!1sBertucci+Bros.+Plumbing+LLC!3m4!1s0x8620b753231c2535:0x8661273b29df3ff!8m2!3d29.976557!4d-90.17404379999999",ChIJNSUcI1O3IIYR__OdsnMSZgg,bertuccibrosplumbing@gmail.com,RECEIVING,,,https://lh3.googleusercontent.com/-3ooWBas9YI8/AAAAAAAAAAI/AAAAAAAAAAA/0O-8fs_0Q-s/s256/photo.jpg,#fefdfd,#774c6d,bertuccibrosplumbingllc
West Services,https://www.westservicesllc.com/,"Plumber, Contractor, HVAC contractor",Plumber,Plumber,+1 504-382-0973,CELLCO PARTNERSHIP DBA VERIZON,mobile,29.924724,-90.048644,"1415 Hancock St, Gretna, LA 70053",Gretna,Louisiana,False,4.2,67.0,"https://search.google.com/local/reviews?placeid=ChIJV_scVSenIIYRiCaytp0DJh8&q=plumber,+70114,+New+Orleans,+LA,+US&authuser=0&hl=en&gl=US",36.0,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-4:30PM"", ""Tuesday"": ""8AM-4:30PM"", ""Wednesday"": ""8AM-4:30PM"", ""Thursday"": ""8AM-4:30PM"", ""Friday"": ""8AM-4:30PM"", ""Saturday"": ""Closed""}",True,"https://www.google.com/maps/place/West+Services/@29.924723999999998,-90.048644,14z/data=!4m8!1m2!2m1!1sWest+Services!3m4!1s0x8620a727551cfb57:0x1f26039db6b22688!8m2!3d29.924723999999998!4d-90.048644",ChIJV_scVSenIIYRiCaytp0DJh8,wp@westservicesllc.com,RECEIVING,,,https://lh5.googleusercontent.com/-qOx4VK6AJiM/AAAAAAAAAAI/AAAAAAAAAAA/_8BBiXZRndM/s256/photo.jpg,#000103,#0051a1,westservices
